ID_code,target,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47
train_10,0,5.0702,1,9.59,4.2987,10.84154576412851,-18.8687,6.0382,14.3797,-0.4711,7.3198,4.6603,-3.0671870225357787,13.9059,9.0796,11.8218,14.3125,11.0386,4.7462,17.4442,10.7502,11.6244,1,-0.5277,2.8072,7.4451,13.783,-0.2494,4,5.9583,2.8036,-0.2332,12.54,2.1982,11.5565,11.0755,3,8.5073,6.9892,18.9346,2.3433,-21.7094,13.0761,9.9371,11.5166,16.2484,-14.3037,9.5389,1.3353
train_11,0,12.7188,4,10.3757,9.0101,10.011428738652532,-12.0852,5.6464,11.837,1.2953,6.8093,-6.1501,-4.746938738193549,13.6713,9.5331,4.823,14.7383,6.8414,-9.0195,17.5407,17.1926,6.076,3,7.6435,3.98,6.9099,13.3506,-8.0681,3,3.9651,7.7577,-6.7792,11.9451,-3.2295,10.7779,11.443220670155164,4,-0.2503,6.7759,8.7495,4.6174,-14.3565,4.1506,10.8857,11.632,7.1195,0.9947,7.9732,-19.057
train_12,0,8.7671,2,9.7242,7.4242,12.415935733487746,1.4247,6.2815,12.3143,5.6964,6.0197,5.2524,1.2198466028669523,14.1985,9.6978,8.6948,13.9111,9.3556,-13.7217,2.1749,11.4645,9.4219,0,6.4927,4.0522,12.5483,13.5935,-9.9662,0,5.6994,11.3379,4.0196,8.3829,3.699,23.889,11.907065357748127,0,0.7492,5.3935,15.3207,3.5101,7.1081,17.3252,10.7844,11.2553,8.3973,10.7508,12.2441,-2.8746
train_13,1,16.3699,3,16.7395,7.333,10.382788746958868,5.9004,4.8222,20.9729,1.1064,8.6978,2.3287,-9.294793354199577,13.7999,2.7925,6.3182,14.7313,7.2594,-2.4759,14.3984,9.1793,16.8467,4,1.6565,2.5107,7.1272,13.6444,-12.8761,2,5.1773,7.3507,-16.0042,6.446,-3.3238,14.3372,11.283241025889115,2,-0.511,4.4335,7.8621,0.9851,-2.7683,20.3226,11.6988,11.4962,6.9105,3.154,16.8121,-16.4423
train_14,0,13.808,0,17.2611,8.512,11.72039943041648,-9.1622,5.7327,21.0517,-4.5117,6.8116,8.2028,-1.9866530463212972,13.9241,10.3896,6.8838,14.1297,14.5268,-4.8877,26.1382,4.8558,23.4624,2,8.0659,4.0123,7.6241,13.3559,-13.1966,3,6.1292,5.2018,-1.6535,11.3707,2.755,19.5342,11.685504017501113,2,0.9564,3.8333,13.0079,1.6806,7.8845,1.4269,11.0149,12.1214,7.5736,-6.5626,7.8535,-18.97
train_15,0,3.9416,3,13.3633,6.8895,12.2806,-16.162,5.6979,14.4573,-4.3144,7.129,-7.0984,-2.901075096815849,14.1446,5.2403,5.0599,14.6456,7.2626,-15.3607,24.7424,17.6439,11.5724,1,0.549,2.3395,8.3642,14.2083,-7.7781,0,6.4194,3.6106,-12.7855,11.1948,1.323,13.9853,11.8113462113802,2,1.6508,6.0989,7.5711,-4.6098,-17.7249,2.4271,10.1051,12.046,3.2954,-34.0436,12.9922,-25.8124
train_16,0,5.0615,3,15.1325,3.6587,11.005942074577039,-6.5477,5.2757,9.871,2.5569,9.4701,-7.4401,-6.0069914432266085,14.1209,13.1612,7.2328,14.1264,12.975,-13.1485,11.8312,8.5909,13.4809,2,-1.8565,3.249,10.1884,13.571,-2.424,2,6.263,7.5248,-21.0856,5.9672,1.5934,12.7383,11.651236861967009,3,4.6793,6.538,8.5836,3.0736,0.5194,3.2981,11.742,11.5462,8.7808,1.0178,11.9051,-3.9264
train_17,0,8.4199,1,8.1202,5.3955,9.7184,-17.839,4.0959,15.286,1.9016,7.0967,-9.0265,-8.733810680061284,13.9721,9.7421,7.9172,14.5945,8.9762,7.077,17.3135,-0.1572,11.1338,2,0.959,2.1129,12.616,13.6211,-9.2049,0,6.0326,1.5041,-3.5015,10.6342,-6.7463,16.5111,11.333952535135026,1,1.1971,9.6804,4.9408,-0.4021,-12.9546,10.2042,9.5842,11.7721,21.4902,-4.7195,7.3292,5.0731
train_18,0,4.875,3,11.919,8.465,10.175694923951397,-0.6707,5.6103,16.4661,-2.6601,8.4254,0.8679,5.64741157298627,13.9686,12.5741,6.238,14.5437,12.2693,-13.1193,9.9427,17.9513,6.045,1,3.4739,2.1166,4.4838,14.0284,-8.3551,2,5.3071,5.4624,-18.1344,7.8493,-1.2431,15.6862,11.796774231978256,1,3.1091,11.0724,6.8585,1.1507,1.5341,15.3458,12.0078,11.009,1.4479,-6.0847,10.1629,-3.01
train_19,0,4.409,1,15.1828,8.0631,9.164358593263524,-0.7356,6.3801,16.0218,2.4621,8.2108,-1.7085,-2.1188889016451107,14.3029,6.4895,6.8158,15.1527,10.3103,-16.812,20.3723,6.7767,9.4105,4,5.8036,3.3431,14.6333,13.7211,1.5862,0,5.0974,3.1395,-13.8079,16.5406,-5.7001,15.1379,10.880827029296427,0,2.8208,8.719,15.2913,1.038,-15.6339,7.9683,11.8677,11.0822,15.1998,-35.5476,16.0518,-1.6336
train_20,0,12.67,1,6.893,6.9152,10.127713880853502,-11.2672,5.6061,16.2354,4.0217,6.4026,-2.3974,0.16817093966682828,13.9654,5.3329,4.5427,14.0522,11.4889,-9.776,14.339,-1.7803,12.3413,1,10.7121,3.8201,6.5131,13.3764,0.3495,3,6.2313,4.9603,7.5489,9.8525,1.4712,19.3337,11.098270489937617,4,-4.0868,3.4488,6.5175,-0.2457,-15.9234,4.3933,10.1059,11.6763,16.222,19.7795,9.3617,5.2583
train_21,0,8.3918,3,12.9804,7.5538,7.880896045122366,-14.7776,5.9987,15.5148,-5.5531,6.9881,-2.5733,-11.34963198464941,14.0181,8.8653,6.8902,14.6083,15.5734,-15.5477,21.5361,23.2668,17.2981,1,5.4842,3.637,18.4023,14.1853,1.3014,4,6.0092,1.8679,-18.6211,7.1566,-3.0095,18.2209,11.501217755174828,0,0.8239,4.399,14.4854,-0.6034,-4.0811,9.2701,9.7375,11.5173,14.0837,-28.7558,9.0053,-2.4631
train_22,0,10.2031,3,14.0238,7.0345,9.13337455460243,13.883,6.404,18.0058,-4.5693,9.5722,8.3229,1.9034809526895664,13.8188,7.6512,6.8677,14.9774,8.887,-6.4199,14.0392,20.2352,13.6528,2,4.22,2.4733,15.6296,13.801,-9.9528,0,5.358,11.1357,0.8824,13.8222,0.5009,20.2165,11.467644108243677,1,4.7043,6.0271,7.9112,-2.3119,-11.573,9.1719,11.1863,11.76,9.8915,-34.6063,10.9444,-23.0559
train_23,0,15.0029,4,10.379,8.3226,11.63166135579668,-5.0744,5.2489,11.6845,2.4277,6.6768,2.0868,-0.7072493121322418,14.3968,12.5111,7.7081,14.8456,8.5766,-7.696,19.8976,-3.1722,18.0553,4,5.5099,2.0598,7.0412,14.0052,-4.3154,0,5.6619,7.6321,-11.6791,10.0586,1.9295,11.7083,11.84441845810369,2,1.0926,2.8859,16.5117,-2.6108,-12.9188,14.7471,11.3345,11.0977,-2.8268,1.1825,7.9644,-5.9012
train_24,0,5.924,2,11.0995,4.6969,11.7363,-20.4102,5.8125,15.9027,-2.5871,8.1194,0.935,0.0750812795598561,13.6488,6.3596,3.4755,14.5162,7.2072,-10.9494,8.8761,-1.6157,5.2028,2,4.4382,2.9813,18.3392,14.2062,-4.8373,2,6.7146,11.1044,-3.0176,8.3065,3.0615,16.2721,11.154300827200828,2,4.3471,6.9888,13.0262,1.4423,-12.4371,17.1868,12.575,11.4048,15.9591,-12.4231,8.2191,-26.3171
train_25,0,8.2703,2,12.6862,7.2755,12.69391618734084,-7.7521,6.7252,18.427,-2.773,7.7828,1.5081,-8.7697,14.0772,12.6567,6.7688,14.5918,11.2201,-16.3697,16.4329,3.6179,13.8754,4,0.3181,3.6256,19.4572,14.2413,-8.2744,2,6.1583,4.7122,-9.6458,13.7031,-0.2717,11.4563,11.442366367322268,0,4.1614,7.8508,14.438,0.9415,-2.7614,16.3307,10.4648,11.489,1.5365,-24.2338,5.8118,-25.0897
train_26,0,15.6567,2,10.4867,3.8187,12.322171047387307,-6.0295,5.5224,17.6964,-0.7919,6.3417,1.7663,-12.425741147450198,13.972,6.9544,7.613,14.6652,11.14,-4.7859,11.3547,12.4044,12.9759,0,5.7021,2.7197,15.5307,13.4684,-0.0901,0,6.9565,1.5301,-16.951,8.3779,-2.8183,8.4861,11.417198944436617,2,0.6835,4.3812,12.0626,4.0312,-8.0352,3.7642,10.2758,11.2736,6.199,-26.8763,6.7915,-9.2617
train_27,0,10.7166,4,10.9569,6.766,12.896249126413679,-12.9329,4.5012,17.3841,4.24,8.582,5.4551,2.0108363541063836,14.2709,7.114,9.4616,14.8978,7.2644,-12.4274,21.6643,13.4012,5.2816,1,6.4891,2.3563,6.543,13.4057,-17.7343,2,4.2464,1.8242,0.1175,12.3616,2.283,11.4168,10.953324151360404,1,-0.0568,8.485,4.7577,-2.9214,-15.2056,13.2022,11.767,11.8812,10.4056,-51.839,14.5288,-25.9079
train_28,0,7.801,0,8.9291,8.4884,9.485814892660102,-1.2632,5.0383,13.6339,-0.0472,5.9016,4.1693,-3.5501198205972795,14.0422,12.8257,7.4062,14.0831,10.3765,-17.9907,4.9966,19.349,6.1536,2,3.7532,2.1132,13.2475,13.5089,-6.7419,0,5.2919,8.9012,-15.1196,11.6836,2.9232,8.7879,12.045370350301848,1,-0.8483,2.1722,3.7293,5.047,-9.2799,12.3669,10.582,11.4453,-1.2163,5.9475,8.061,-10.8162
train_29,1,5.3301,1,13.1913,3.1193,10.217361162099333,-6.5659,5.9064,15.2341,1.2915,9.1168,6.8278,-12.607214107547868,14.0957,12.3335,9.0616,14.8726,11.3542,5.2004,1.661,24.3097,3.1983,1,4.3067,2.1315,7.9501,13.9981,-12.6789,2,5.9889,2.1959,-16.2435,10.9816,-3.2509,7.855,12.150227712415651,1,2.3497,6.4171,17.5473,-2.1249,-15.7092,7.6038,10.6423,11.2456,3.5497,14.5023,11.2144,-5.5329
train_30,0,11.4118,3,7.1289,6.5048,9.7322,-10.6654,5.1866,16.7284,-2.8638,4.6915,-3.5123,5.779387913320594,14.2069,8.4378,7.4098,13.8711,11.6526,-8.1743,12.2911,-0.7728,16.0135,3,-0.2164,3.5008,13.0914,13.8142,-8.7979,4,3.8497,3.7336,2.6669,10.8433,1.2957,10.8213,11.5889,0,0.485,4.7648,7.4792,5.7428,-5.0366,11.3226,11.9251,11.2862,2.7359,17.4025,17.855,-10.465
train_31,0,11.8967,3,9.6047,6.5331,15.032150394872657,-16.5167,6.1583,15.8343,-5.2882,7.0369,0.9092,-11.947762836952274,13.9392,4.0193,7.4736,13.804,12.4993,-9.4799,6.1208,8.4946,9.5809,0,2.5579,2.8378,3.272,13.3168,-14.3313,4,6.8861,8.8376,-2.1386,16.7279,-2.1432,19.3199,10.7059,0,1.225,5.4642,15.9374,-4.377,11.9632,3.762,12.0761,11.2661,8.8797,-28.4758,7.0556,-20.8891
train_32,0,12.8419,2,7.9017,7.1508,12.802637355588594,1.1167,5.0335,20.1313,-3.3639,9.4848,-1.3143,-8.18188657197156,13.671,7.4409,7.9379,14.456,9.4745,-6.1956,12.7212,16.6525,26.1068,0,2.8362,3.7283,6.9447,13.6444,-1.3863,2,6.4377,7.3192,-12.0969,9.6278,0.4618,10.7719,11.2399715784789,0,4.7542,5.4754,12.5098,-0.3082,-6.2165,0.8675,12.0015,11.0918,15.8738,17.4191,14.6881,-25.9982
train_33,0,18.2931,3,14.6849,4.1357,8.69872430598305,-5.8369,4.6817,14.9886,-2.2271,7.8669,-0.9099,-9.980801731255358,13.8428,4.7871,9.0179,14.7911,9.3052,-2.4756,16.1478,12.8026,7.8427,3,2.4078,2.6223,12.014,13.6283,-10.7461,1,5.0484,10.1792,-8.0848,9.0747,1.1911,20.6323,11.28864479271726,3,2.8661,6.1637,4.3713,2.8132,-13.9735,16.8915,10.9426,11.7858,2.5212,-48.8162,13.0342,-16.1388
train_34,0,10.0444,3,12.8558,5.1446,9.705646941920435,2.9077,6.4879,12.0975,-0.4241,7.8718,8.7407,-2.4727173808604643,13.9753,9.6512,9.0777,14.7949,11.0079,-8.5823,15.3257,15.1723,4.2848,1,6.2857,3.3552,9.3806,13.518,3.915,0,6.7665,4.7128,-2.8158,9.0556,-2.5965,11.4388,11.184276005961932,2,4.0519,4.3922,14.1681,2.7723,-12.8417,1.9932,12.0415,11.7308,3.4888,-13.1917,7.2127,-13.3298
train_35,0,12.3225,2,6.6685,8.4218,10.045361144092984,-6.5221,6.2694,16.6328,2.3168,9.403,7.5362,-2.6036524868460083,14.305,6.8341,7.4554,14.3482,11.145,-14.7813,11.2283,22.5382,8.2977,0,9.6901,3.0385,9.4106,13.3553,0.2554,0,5.7928,6.8088,0.3876,8.9061,-0.3125,17.2796,11.039703571326717,0,5.9998,2.1842,12.587,6.2993,-16.4911,1.2906,10.8851,11.9435,4.2218,-20.6685,13.8643,-19.0163
train_36,0,8.7925,1,7.6387,5.4572,12.2048,-8.8198,6.3194,13.2386,5.0537,5.6819,-5.4771,-6.854478251627395,13.9622,6.2615,8.3374,14.8334,8.2808,-8.7119,22.4462,10.172,13.5878,2,3.816,2.538,10.0202,13.3744,-7.0559,0,5.2921,2.4024,-12.72,12.4847,-4.1472,12.4988,11.371721034347113,2,4.0294,3.7786,10.2456,-2.807,-5.5889,8.8336,9.9449,11.5243,14.512,-42.7045,9.0283,-22.0289
train_37,0,6.0211,1,9.3602,7.3598,13.036396955566577,6.7975,5.3848,21.0989,2.6895,8.3433,7.5578,-6.44024242177651,13.8749,-0.8287,7.3448,15.0929,9.9595,-8.818,4.5063,20.0629,13.7296,0,2.3917,2.5989,14.5012,14.0475,-11.533,0,6.4451,7.1539,-10.5746,8.6771,-0.7024,21.6052,10.884346878648088,2,1.2926,5.9866,9.3045,1.1347,-19.2902,7.6408,11.7258,11.6177,11.8929,-6.2911,8.2428,7.8047
train_38,0,16.7131,3,12.3893,3.6897,14.540102487559638,1.2931,5.6753,18.3054,-2.088,6.7796,1.0573,-15.566552377942381,13.9757,15.7387,10.7377,14.9958,11.2385,-4.3082,30.3289,11.7456,4.0569,2,4.2528,2.844,4.9352,14.1985,5.1439,4,5.741,8.8669,-21.0236,11.1756,0.9066,18.1067,11.286651278265236,0,4.5414,3.42,8.0094,-3.8193,-4.5997,11.1358,10.1515,11.6024,4.3535,16.735,12.1508,4.3094
train_39,0,9.7032,2,9.367,6.4243,12.31390201961828,-5.8799,4.5464,19.1284,3.1664,8.5758,7.8665,-6.364289169792183,13.9503,4.8005,7.1964,14.6997,7.4975,-6.6054,20.6809,11.2809,24.0755,0,8.6528,3.1936,10.9764,13.3391,-6.7196,0,5.1037,6.9498,7.5512,12.8539,-3.74,11.9748,10.769757382471603,3,-3.4551,8.7275,11.7296,6.1946,-11.8995,7.1558,10.4351,11.8347,7.1859,-4.4846,7.655,-10.1589
train_40,0,11.4653,3,9.6714,9.0111,9.535728514065225,-3.0343,5.8328,17.796,1.8659,8.513,1.378,1.2183393343239484,14.1651,13.0285,8.9853,14.642,12.7382,-11.8427,14.0583,9.4515,7.9642,4,5.5108,3.5858,8.5833,13.851,-1.1874,4,5.2905,2.4899,-1.7834,11.2102,-3.6646,10.1977,11.275200032683502,4,8.052,9.033,14.2858,2.8596,4.4586,15.7102,12.4351,11.6787,-4.7607,-31.6674,16.2766,3.5928
train_41,0,9.2474,3,9.0991,7.3115,11.996050855833307,0.0512,5.8244,13.6145,5.7337,8.1224,10.0195,-1.9549646728315333,13.7902,14.4153,9.9866,14.915,6.3737,-6.7141,25.9422,20.0469,15.7253,3,4.4641,2.7818,9.2076,13.94,-7.0813,4,4.9401,11.3195,-22.0424,11.6364,2.2343,9.7374,12.0797,0,-0.0018,4.9958,9.4191,6.1162,2.3314,11.9648,9.8794,11.879,11.1729,-0.051,8.3265,-3.1338
train_42,0,9.0143,4,15.3908,9.0216,10.2545,-15.1629,5.2685,16.562,3.3576,9.4736,2.7705,-9.022010771102275,14.1274,7.8048,6.1541,14.0836,6.5238,0.3884,9.5957,17.2644,27.425,4,0.9363,3.2824,13.9852,13.2562,-1.5106,0,6.5445,2.4104,-0.5662,12.4405,3.8464,14.4833,11.3897832462777,3,-0.6609,1.8048,6.1134,1.1186,9.0457,12.3481,10.6028,11.7994,9.3399,5.949,9.1221,-1.8125
train_43,0,7.6932,1,7.8384,6.5453,13.53944502745639,-14.7521,4.5474,12.1632,2.2991,6.0257,6.877,6.6177010153007885,14.1097,5.9399,4.678,14.9156,7.13,-14.9801,4.9765,16.1775,6.3809,0,6.4517,2.9277,14.8711,13.2071,-18.5799,0,6.4821,7.4644,-8.5103,5.7612,-1.5291,10.7245,12.573485317637003,0,4.4843,2.2601,9.7388,0.2124,6.9599,-2.1236,12.3793,11.8159,11.1695,12.0121,10.4901,-17.6448
train_44,0,11.9429,4,10.9356,3.777,14.296693378042644,-0.1536,5.2921,15.2562,-1.6131,7.1946,2.4845,-7.525688465387055,14.1578,4.8224,3.322,14.1235,11.8302,-5.2516,18.4644,4.553,14.306,4,3.5233,2.9992,8.3886,13.6253,-10.0633,1,6.1721,1.5201,-0.3764,8.1038,-1.081,12.228,10.864232019886689,3,1.1632,5.9822,7.1977,-3.199,1.7269,8.8718,11.0897,11.8589,2.3485,-55.2447,14.5941,-17.7474
train_45,0,10.5805,2,8.2096,5.9208,13.909769421075081,-0.9987,5.9827,19.1669,2.0889,7.423,-0.7386,-0.6406059945203628,13.859,14.3814,5.9926,14.3456,6.1313,-9.9296,16.3234,15.393,8.4335,3,3.5581,2.5565,4.8757,14.0571,-8.8556,1,6.5694,0.832,-3.7247,10.0615,3.0095,16.8965,11.993836047620396,2,-1.1861,4.2984,4.2372,-1.0781,-7.2734,8.5566,11.3613,11.2628,13.9541,16.5829,12.6442,-1.3275
train_46,0,6.0264,0,13.2053,8.6737,10.869515896192867,9.6304,4.9102,14.5738,-4.4562,8.9124,5.8784,-5.899269725121007,14.0272,6.6172,6.4659,14.0734,8.8595,-9.1785,20.6176,18.713,22.9466,0,0.1768,2.9876,10.0889,14.0487,-6.9663,4,6.7428,4.1096,-2.9424,8.6394,0.6918,22.8581,11.123833288777314,2,2.781,8.6901,6.1373,1.1624,-21.0442,9.1391,10.883,11.9535,7.7236,-0.3255,7.2414,1.7287
train_47,0,12.3814,0,11.5368,5.9756,11.400161213833016,2.4497,5.1014,15.1884,-4.2271,5.6597,11.62,-1.9219206068001393,13.853,1.905,4.9506,14.4125,7.2257,-11.7782,6.2451,14.5069,8.9537,2,6.3804,2.4019,12.9724,13.498,-8.8567,4,6.3589,0.8021,5.7254,9.3906,-1.5541,21.3845,12.263637863706835,4,0.5386,7.7997,11.7323,5.4029,7.0959,9.8373,11.7211,11.2902,9.5134,-21.48,10.0513,2.0265
train_48,0,11.317,3,10.3885,8.7089,13.360269161817428,-11.741,6.6039,20.922,-3.4366,6.7491,9.0285,6.452095412814812,14.0433,10.8919,3.2217,13.8445,7.2746,1.5528,20.3452,-0.1298,12.3516,1,2.4375,3.5947,14.0346,13.7957,-12.997,4,4.9951,5.1165,-22.2447,9.5551,-0.6499,17.2605,10.7392,1,6.7715,6.5706,-0.5348,-2.5289,-19.766,6.2811,10.7778,11.5377,-0.9229,-11.4177,11.9333,-4.2483
train_49,0,10.9876,3,8.5153,9.7697,11.338568836493122,-7.0797,5.1115,17.0156,4.0225,7.4524,1.0409,-4.475400225549125,13.8584,7.047,6.5901,13.8727,6.8988,-6.5631,16.7463,14.7712,16.4933,1,2.7067,3.7944,17.7344,13.285,1.8842,4,5.3426,6.6125,-3.5887,8.9264,0.5728,14.475,10.804895034402856,0,-0.5935,4.7673,8.4927,0.3552,-12.4078,3.0782,11.3518,12.0204,11.8553,2.6283,12.4018,-3.2871
train_50,0,7.8894,1,11.2061,6.5369,9.641040910600019,-4.6154,5.4656,15.2506,2.0336,7.6558,6.8341,-0.752486595336423,13.8,8.1862,9.3419,14.7006,7.549,-7.9189,16.7907,8.6121,26.0911,4,2.5854,2.897,12.1818,13.6389,-0.9164,2,5.7566,6.6632,1.3897,11.3191,-1.2365,9.5643,11.253957242940198,4,1.703,1.7196,2.4233,-9.3542,-5.3915,10.0343,11.8338,11.5825,-4.4562,-4.3819,10.0328,-12.1411
train_51,0,8.6005,0,9.1086,7.7384,9.366748721333275,0.7011,6.5702,13.8584,4.6112,7.2793,1.6776,-5.406581106632917,13.6572,7.6,6.9183,14.7233,9.0845,-5.7533,6.1745,14.391,6.2788,1,4.5518,2.7893,16.7314,14.0071,-6.4098,0,6.3247,8.6076,-6.2107,14.2222,0.8112,13.6237,11.354830987545673,2,5.3331,4.2348,16.0097,3.2205,-10.6715,2.688,11.4829,11.7177,-3.5569,-1.7088,13.5046,-4.4696
train_52,0,13.9304,2,8.6699,11.2172,13.13048665350389,9.1025,4.1566,16.2634,4.2155,7.4261,-8.8163,0.8105774437489925,14.0576,12.1161,7.5917,14.279,11.9279,-5.1608,5.1303,22.8629,24.9345,2,4.7024,2.7142,7.0225,13.7111,-6.2606,0,7.3361,5.9656,-3.7853,8.8704,0.2763,17.1195,11.524440863888707,4,3.6669,9.8801,9.877,-2.3981,-5.8285,7.4302,11.9034,11.9219,8.5454,-9.5011,14.2577,-10.1052
train_53,0,13.2747,3,13.2209,7.6582,11.361992183340014,-6.3367,5.7848,12.349,1.7177,8.4894,-2.3387,-12.137025820398954,14.1229,6.2478,9.6914,14.9735,7.2077,-7.9433,10.8368,16.0241,6.7718,4,-1.1289,3.9908,10.3573,13.5359,3.4974,2,5.6488,3.4432,-10.5263,11.8616,-2.354,10.563,11.683928071629781,3,-0.1619,6.3707,8.5569,-2.3815,3.5879,11.7655,11.8841,11.4061,-2.7909,-54.0302,10.8882,-13.3505
train_54,0,11.5334,3,11.523,8.6221,12.81683421894285,-8.9321,5.6128,15.8497,-3.2925,6.1117,8.9988,-4.736408397906704,13.9995,8.597,9.3748,14.5123,9.9305,2.3709,9.0079,13.1812,12.7569,1,6.3823,3.3738,9.0332,13.34,-1.625,2,7.2341,6.4877,-5.7296,12.6083,-2.9888,14.8717,12.009658541176302,2,-0.0992,5.7818,18.6641,3.0476,0.6247,14.2598,10.6699,11.6083,5.6581,4.8629,5.8423,-20.6072
